vehicle_id,time,position
1,158.12,1822.0
1,159.12,1822.0
1,160.11,1822.0
1,161.11,1822.0
1,162.11,1822.0
1,163.1,1822.0
1,164.1,1822.0
1,165.1,1822.0
1,166.1,1822.0
1,167.09,1822.0
1,168.09,1822.0
1,169.09,1822.0
1,170.09,1822.0
1,171.08,1822.0
1,172.08,1822.0
1,173.08,1822.0
1,174.08,1822.0
1,175.07,1822.0
1,176.07,1822.0
1,177.07,1822.0
1,178.07,1822.0
1,179.06,1822.0
1,180.06,1822.0
1,181.06,1822.0
1,182.06,1822.0
1,183.05,1822.0
1,184.05,1822.0
1,185.05,1822.0
1,186.05,1822.0
1,187.04,1822.0
1,188.04,1822.0
1,189.04,1822.0
1,190.04,1822.0
1,191.03,1822.0
1,192.03,1822.0
1,193.03,1822.0
1,194.03,1822.0
1,195.02,1822.0
1,196.02,1822.0
1,197.02,1822.0
1,198.02,1822.0
1,199.01,1822.0
1,200.01,1822.0
1,201.01,1822.0
1,202.01,1822.0
1,203.0,1822.0
1,204.0,1822.0
1,204.98,1835.55
1,205.95,1849.09
1,206.93,1862.64
1,207.9,1876.18
1,208.88,1889.73
1,209.85,1903.27
1,210.83,1916.82
1,211.8,1930.36
1,212.78,1943.91
1,213.75,1957.45
1,214.73,1971.0
1,215.7,1984.55
1,216.68,1998.09
1,217.65,2011.64
1,218.63,2025.18
1,219.6,2038.73
1,220.58,2052.27
1,221.55,2065.82
1,222.53,2079.36
1,224.48,2106.45
1,225.46,2120.0
54,54.0,0.0
54,54.97,13.44
54,55.94,26.88
54,56.9,40.31
54,57.87,53.75
54,58.84,67.19
54,59.8,80.62
54,60.77,94.06
54,61.74,107.5
54,62.71,120.94
54,63.68,134.38
54,64.64,147.81
54,65.61,161.25
54,66.58,174.69
54,67.54,188.13
54,69.48,215.0
54,70.41,227.86
54,71.33,240.71
54,72.26,253.57
54,73.18,266.43
54,74.11,279.29
54,75.03,292.14
54,75.96,305.0
54,76.95,318.82
54,77.95,332.64
54,78.94,346.45
54,79.94,360.27
54,80.93,374.09
54,81.93,387.91
54,82.92,401.73
54,83.92,415.55
54,84.91,429.36
54,85.91,443.18
54,86.9,457.0
54,87.9,470.82
54,88.89,484.64
54,89.89,498.45
54,90.88,512.27
54,91.88,526.09
54,92.87,539.91
54,93.87,553.73
54,94.86,567.55
54,95.86,581.36
54,96.85,595.18
54,97.85,609.0
54,98.84,622.77
54,99.83,636.55
54,100.82,650.32
54,101.81,664.09
54,102.81,677.86
54,103.8,691.64
54,104.79,705.41
54,105.78,719.18
54,106.77,732.95
54,107.76,746.73
54,108.76,760.5
54,109.75,774.27
54,110.74,788.05
54,111.73,801.82
54,112.72,815.59
54,113.71,829.36
54,114.71,843.14
54,115.7,856.91
54,116.69,870.68
54,117.68,884.45
54,118.67,898.23
54,119.66,912.0
54,120.62,925.3
54,121.58,938.61
54,123.5,965.22
54,124.45,978.52
54,125.41,991.83
54,126.37,1005.13
54,127.33,1018.43
54,128.29,1031.74
54,129.24,1045.04
54,130.2,1058.35
54,131.16,1071.65
54,132.12,1084.96
54,133.07,1098.26
54,134.03,1111.57
54,134.99,1124.87
54,135.95,1138.17
54,136.91,1151.48
54,137.86,1164.78
54,138.82,1178.09
54,139.78,1191.39
